"go_id","go_desc","gene_count","up_count","down_count","background_count","p_value","odds_ratio","p_adj"
"GO:0004672","protein kinase activity",91,48,43,1632,0.0430664677140219,1.22276230489964,0.275632345613882
"GO:0004674","protein serine/threonine kinase activity",38,21,17,590,0.0284165751556522,1.4199842508868,0.275632345613882
"GO:0004777","succinate-semialdehyde dehydrogenase (NAD+) activity,NAD(P)+=succinate-semialdehyde dehydrogenase",1,0,1,1,0.0465906093379057,Inf,0.275632345613882
"GO:0005745","m-AAA complex",1,1,0,1,0.0465906093379057,Inf,0.275632345613882
"GO:0005774","vacuolar membrane",25,3,22,361,0.0323349725079814,1.53194849777959,0.275632345613882
"GO:0005789","endoplasmic reticulum membrane",26,3,23,391,0.0447860546930392,1.46621618058183,0.275632345613882
"GO:0005856","cytoskeleton",10,5,5,113,0.0382903882319085,1.99372844469214,0.275632345613882
"GO:0005876","spindle microtubule",3,3,0,14,0.0249836295244305,5.59002767842077,0.275632345613882
"GO:0005905","clathrin-coated pit",4,0,4,25,0.0271592296811099,3.90603688817952,0.275632345613882
"GO:0005991","trehalose metabolic process",1,0,1,1,0.0465906093379057,Inf,0.275632345613882
"GO:0005993","trehalose catabolic process",1,0,1,1,0.0465906093379057,Inf,0.275632345613882
"GO:0006002","fructose 6-phosphate metabolic process",4,2,2,26,0.0309472121355984,3.72783549252789,0.275632345613882
"GO:0006006","glucose metabolic process",5,3,2,39,0.0337370368651623,3.01627911841154,0.275632345613882
"GO:0006084","acetyl-CoA metabolic process",2,0,2,6,0.0287071411496403,10.2427812700925,0.275632345613882
"GO:0006402","mRNA catabolic process",3,1,2,16,0.0358763161537447,4.72963135314437,0.275632345613882
"GO:0006552","leucine catabolic process",2,0,2,7,0.0389633823845526,8.19542268831942,0.275632345613882
"GO:0006593","ornithine catabolic process",1,1,0,1,0.0465906093379057,Inf,0.275632345613882
"GO:0006865","amino acid transport",9,3,6,100,0.0436964593612453,2.03036646159044,0.275632345613882
"GO:0006952","defense response",43,15,28,693,0.0354341397517401,1.36481882174635,0.275632345613882
"GO:0007163","establishment or maintenance of cell polarity",3,2,1,17,0.0420942574045153,4.39183488911313,0.275632345613882
"GO:0007165","signal transduction",19,13,6,264,0.0410176340200442,1.59492253577387,0.275632345613882
"GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway",9,2,7,101,0.0460759303060186,2.00823074813884,0.275632345613882
"GO:0007267","cell-cell signaling",2,0,2,7,0.0389633823845526,8.19542268831942,0.275632345613882
"GO:0007584","response to nutrient",1,0,1,1,0.0465906093379057,Inf,0.275632345613882
"GO:0008126","acetylesterase activity",1,0,1,1,0.0465906093379057,Inf,0.275632345613882
"GO:0008235","metalloexopeptidase activity",2,0,2,6,0.0287071411496403,10.2427812700925,0.275632345613882
"GO:0008278","cohesin complex",2,1,1,6,0.0287071411496403,10.2427812700925,0.275632345613882
"GO:0008287","protein serine/threonine phosphatase complex",1,1,0,1,0.0465906093379057,Inf,0.275632345613882
"GO:0008299","isoprenoid biosynthetic process",5,1,4,41,0.0407245625550953,2.84853002475633,0.275632345613882
"GO:0008374","O-acyltransferase activity",4,2,2,29,0.0440871058006571,3.28036880497077,0.275632345613882
"GO:0008460","dTDP-glucose 4,6-dehydratase activity",2,2,0,7,0.0389633823845526,8.19542268831942,0.275632345613882
